NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI,Genus,Species
Ag,green_synthesis from fungus,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1000.0,8.0,20.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,14.27,Escherichia,Escherichia coli
Ag,green_synthesis from fungus,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,17.13,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis from fungus,spherical,well_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1000.0,8.0,20.0,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,16.13,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis from fungus,spherical,well_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,19.47,Enterococcus,Enterococcus faecalis
Ag,green_synthesis from fungus,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,16.43,Bacillus,Bacillus subtilis
Ag,green_synthesis from fungus,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,16.15,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from fungus,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,14.27,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from fungus,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,1000.0,8.0,20.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,18.13,Candida,Candida albicans
Ag,green_synthesis from A. comosus extract,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,5.0,5.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001244,14.9,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis from A. comosus extract,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,5.0,5.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001245,16.7,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from A. comosus extract,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,5.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001246,27.9,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis from A. comosus extract,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,5.0,20.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001247,24.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis by Deinococcus radiodurans,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,80.0,43.75,90.0,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,9.21,Escherichia,Escherichia coli
Ag,green_synthesis by Deinococcus radiodurans,triangular,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,80.0,43.75,90.0,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,9.21,Escherichia,Escherichia coli
Ag,green_synthesis by Deinococcus radiodurans,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,80.0,43.75,90.0,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,8.95,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis by Deinococcus radiodurans,triangular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,80.0,43.75,90.0,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,8.95,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.2,45.0,45.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,11.2,Escherichia,Escherichia coli
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,0.2,45.0,45.0,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,10.25,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,0.2,45.0,45.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,8.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,0.2,45.0,45.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,9.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.0,45.0,45.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,13.0,Escherichia,Escherichia coli
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1.0,45.0,45.0,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,11.0,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1.0,45.0,45.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,6.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.0,45.0,45.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,8.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.0,45.0,45.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,14.0,Escherichia,Escherichia coli
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,2.0,45.0,45.0,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,12.2,Klebsiella,Klebsiella pneumoniae
Ag,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,2.0,45.0,45.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,6.0,Bacillus,Bacillus subtilis
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,54.4,110.4,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.9,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,57.1,68.7,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,125.0,42.8,56.2,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,11.4,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,54.4,110.4,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,15.2,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,57.1,68.7,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,16.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,125.0,42.8,56.2,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,15.4,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,500.0,54.4,110.4,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,15.3,Escherichia,Escherichia coli
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,57.1,68.7,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.3,Escherichia,Escherichia coli
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,125.0,42.8,56.2,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,14.7,Escherichia,Escherichia coli
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,93.2,115.6,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,11.2,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,125.0,56.9,103.7,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,11.2,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,93.2,115.6,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,13.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,125.0,56.9,103.7,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,14.0,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,93.2,115.6,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.3,Escherichia,Escherichia coli
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,125.0,56.9,103.7,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.0,Escherichia,Escherichia coli
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,7.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,400.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,6.8,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,400.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,6.9,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,600.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,7.1,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,600.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,9.9,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,800.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.5,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,800.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,9.9,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.7,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,9.9,Pseudomonas,Pseudomonas aeruginosa
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1200.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.6,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1200.0,10.0,12.0,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.3,Pseudomonas,Pseudomonas aeruginosa
Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,150.0,6.0,6.0,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,6.0,Streptococcus,Streptococcus pneumoniae
Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,150.0,6.0,6.0,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,11.0,Pseudomonas,Pseudomonas aeruginosa
Ag,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,6.0,6.0,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0,Staphylococcus,Staphylococcus aureus
